,0,1,2,3,4
0,0.9057826849920071,0.9764006164477321,0.4679201182399416,0.7076872838778827,0.8434868464493147
1,0.5868140113675,0.7593795351867871,0.5370614023626902,0.6904411225530049,0.2776409908735028
2,0.4497582687224331,0.9543909187194217,0.5549949071519661,0.8292032106940135,0.4654183955403046
3,0.23746340133697363,0.5866623898192528,0.6035211338807799,0.023645884294750674,0.40434120341655
4,0.47665023848102006,0.38295832962553733,0.5109506355769361,0.9153415839464161,0.29732147777534423
5,0.8165023568731641,0.7396755144871608,0.8678247602452062,0.5731629262000112,0.8690674384772298
6,0.11271011719175927,0.27517263672444425,0.39131247863481633,0.09695823333864761,0.5042396517723526
7,0.050814664857377956,0.02443492943928105,0.7219696824382833,0.15595929758298044,0.23366725386673093
8,0.6653093974207361,0.7345345317407497,0.09646309273194931,0.744737644162828,0.5095480074211207
9,0.9586263222045359,0.5670261851066016,0.060528478550009424,0.8031782631662026,0.017955812738800425
